cust_id	session_id	date	tactic
25	794	4/9/2018	DIRECT LOAD
19	795	4/11/2018	DIRECT LOAD
4	796	4/10/2018	EMAIL
11	797	4/5/2018	PAID SOCIAL
21	798	4/8/2018	SEO
7	799	4/8/2018	SEO
3	800	4/10/2018	SMS
17	801	4/3/2018	DIRECT LOAD
5	802	4/6/2018	EMAIL
19	803	4/11/2018	EMAIL
18	804	4/12/2018	PAID SOCIAL
6	805	4/11/2018	PAID SOCIAL
23	806	4/8/2018	PAID SOCIAL
2	807	4/8/2018	PAID SOCIAL
16	808	4/11/2018	AFFILIATE
12	809	4/3/2018	DIRECT LOAD
25	810	4/2/2018	DIRECT LOAD
10	811	4/10/2018	PAID SOCIAL
22	812	4/12/2018	DIRECT LOAD
3	813	4/12/2018	SEO
7	814	4/7/2018	DIRECT LOAD
7	815	4/7/2018	SEO
16	816	4/5/2018	DIRECT LOAD
10	817	4/8/2018	PAID SOCIAL
22	818	4/6/2018	SEM
21	819	4/12/2018	SEO
21	820	4/9/2018	EMAIL
6	821	4/8/2018	EMAIL
21	822	4/10/2018	SMS
9	823	4/9/2018	SEM
16	824	4/8/2018	SEO
12	825	4/3/2018	SEO
2	826	4/12/2018	SEM
14	827	4/7/2018	SEM
14	828	4/11/2018	PAID SOCIAL
16	829	4/7/2018	SEO
2	830	4/7/2018	DIRECT LOAD
23	831	4/4/2018	PAID SOCIAL
11	832	4/9/2018	SEO
1	833	4/3/2018	AFFILIATE
9	834	4/12/2018	AFFILIATE
4	835	4/10/2018	DIRECT LOAD
16	836	4/7/2018	EMAIL
21	837	4/11/2018	DIRECT LOAD
2	838	4/3/2018	AFFILIATE
23	839	4/5/2018	DIRECT LOAD
6	840	4/7/2018	SMS
11	841	4/8/2018	SMS
21	842	4/8/2018	SEO
10	843	4/11/2018	EMAIL
9	844	4/11/2018	AFFILIATE
10	845	4/8/2018	EMAIL
5	846	4/8/2018	SEM
12	847	4/7/2018	PAID SOCIAL
19	848	4/5/2018	SMS
19	849	4/8/2018	PAID SOCIAL
24	850	4/9/2018	SEO
6	851	4/6/2018	AFFILIATE
15	852	4/2/2018	SMS
5	853	4/3/2018	SMS
24	854	4/12/2018	SEO
21	855	4/2/2018	PAID SOCIAL
3	856	4/3/2018	AFFILIATE
16	857	4/9/2018	EMAIL
4	858	4/4/2018	AFFILIATE
19	859	4/9/2018	SEO
3	860	4/10/2018	EMAIL
6	861	4/2/2018	AFFILIATE
1	862	4/7/2018	SEO
9	863	4/2/2018	SMS
14	864	4/7/2018	EMAIL
3	865	4/8/2018	PAID SOCIAL
10	866	4/12/2018	DIRECT LOAD
12	867	4/4/2018	DIRECT LOAD
3	868	4/11/2018	PAID SOCIAL
1	869	4/2/2018	EMAIL
5	870	4/7/2018	SMS
13	871	4/4/2018	SEO
21	872	4/6/2018	SEM
19	873	4/6/2018	SEM
3	874	4/11/2018	PAID SOCIAL
14	875	4/7/2018	AFFILIATE
4	876	4/12/2018	DIRECT LOAD
1	877	4/10/2018	PAID SOCIAL
3	878	4/10/2018	SEM
7	879	4/4/2018	SEO
8	880	4/6/2018	SMS
20	881	4/12/2018	DIRECT LOAD
5	882	4/6/2018	SMS
10	883	4/5/2018	PAID SOCIAL
11	884	4/7/2018	DIRECT LOAD
23	885	4/3/2018	SEM
10	886	4/5/2018	DIRECT LOAD
18	887	4/6/2018	AFFILIATE
14	888	4/9/2018	AFFILIATE
14	889	4/5/2018	EMAIL
25	890	4/10/2018	EMAIL
17	891	4/8/2018	PAID SOCIAL
10	892	4/9/2018	PAID SOCIAL
5	893	4/10/2018	SEO
9	894	4/8/2018	SEM
18	895	4/6/2018	SEO
24	896	4/7/2018	SEO
25	897	4/8/2018	SMS
15	898	4/7/2018	DIRECT LOAD
4	899	4/11/2018	SEM
5	900	4/4/2018	EMAIL
7	901	4/11/2018	PAID SOCIAL
9	902	4/9/2018	AFFILIATE
24	903	4/7/2018	DIRECT LOAD
22	904	4/9/2018	AFFILIATE
3	905	4/11/2018	DIRECT LOAD
4	906	4/9/2018	SEM
1	907	4/5/2018	SMS
5	908	4/10/2018	PAID SOCIAL
10	909	4/11/2018	EMAIL
7	910	4/4/2018	EMAIL
1	911	4/3/2018	AFFILIATE
15	912	4/9/2018	AFFILIATE
12	913	4/5/2018	DIRECT LOAD
15	914	4/2/2018	SEO
2	915	4/5/2018	DIRECT LOAD
9	916	4/7/2018	DIRECT LOAD
18	917	4/8/2018	SEO
22	918	4/4/2018	SEM
2	919	4/11/2018	PAID SOCIAL
9	920	4/2/2018	SMS
21	921	4/4/2018	DIRECT LOAD
4	922	4/3/2018	PAID SOCIAL
18	923	4/6/2018	DIRECT LOAD
24	924	4/10/2018	SEM
2	925	4/2/2018	AFFILIATE
17	926	4/9/2018	SEO
7	927	4/9/2018	PAID SOCIAL
7	928	4/3/2018	AFFILIATE
6	929	4/11/2018	AFFILIATE
24	930	4/11/2018	PAID SOCIAL
24	931	4/6/2018	SMS
11	932	4/2/2018	SEM
21	933	4/12/2018	AFFILIATE
16	934	4/7/2018	EMAIL
22	935	4/8/2018	PAID SOCIAL
12	936	4/8/2018	AFFILIATE
2	937	4/11/2018	SEM
3	938	4/10/2018	SEM
9	939	4/2/2018	AFFILIATE
16	940	4/7/2018	SEM
21	941	4/6/2018	DIRECT LOAD
17	942	4/4/2018	AFFILIATE
15	943	4/11/2018	SEO
23	944	4/11/2018	PAID SOCIAL
18	945	4/6/2018	PAID SOCIAL
10	946	4/11/2018	DIRECT LOAD
17	947	4/11/2018	SEM
5	948	4/8/2018	SEO
7	949	4/8/2018	PAID SOCIAL
14	950	4/10/2018	SEM
7	951	4/6/2018	SEM
6	952	4/2/2018	AFFILIATE
18	953	4/2/2018	DIRECT LOAD
14	954	4/3/2018	SMS
16	955	4/5/2018	SEO
17	956	4/12/2018	EMAIL
7	957	4/6/2018	SMS
18	958	4/3/2018	SEO
9	959	4/7/2018	SMS
15	960	4/12/2018	EMAIL
4	961	4/5/2018	SEM
12	962	4/10/2018	PAID SOCIAL
11	963	4/4/2018	SMS
24	964	4/8/2018	EMAIL
14	965	4/8/2018	PAID SOCIAL
3	966	4/12/2018	SMS
10	967	4/7/2018	EMAIL
10	968	4/12/2018	AFFILIATE
20	969	4/7/2018	PAID SOCIAL
24	970	4/11/2018	DIRECT LOAD
5	971	4/8/2018	DIRECT LOAD
18	972	4/12/2018	SMS
13	973	4/6/2018	SMS
16	974	4/9/2018	DIRECT LOAD
2	975	4/3/2018	SEM
8	976	4/3/2018	PAID SOCIAL
4	977	4/2/2018	PAID SOCIAL
12	978	4/7/2018	DIRECT LOAD
3	979	4/10/2018	AFFILIATE
4	980	4/3/2018	AFFILIATE
8	981	4/4/2018	SMS
6	982	4/8/2018	AFFILIATE
16	983	4/6/2018	SMS
14	984	4/5/2018	EMAIL
23	985	4/5/2018	SEO
2	986	4/10/2018	PAID SOCIAL
23	987	4/2/2018	SEM
9	988	4/5/2018	DIRECT LOAD
13	989	4/4/2018	DIRECT LOAD
4	990	4/11/2018	AFFILIATE
13	991	4/3/2018	SMS
8	992	4/5/2018	PAID SOCIAL
20	993	4/2/2018	EMAIL
16	994	4/10/2018	DIRECT LOAD
10	995	4/11/2018	EMAIL
8	996	4/10/2018	SEM
25	997	4/12/2018	AFFILIATE
13	998	4/4/2018	SEM
4	999	4/4/2018	DIRECT LOAD
10	1000	4/5/2018	EMAIL
